	genre	lyrics
279540	Rock	"You should wear your red galoshes
Walking o'er the city pride
Streets are paved with heaven's pennies
Gutters full of suicides
Teddy steadily fell from grace
Somewhere near Arcadia
Once she overheard a voice
That she didn't hear on the radio
Velvet gloves and country clubs
Were never going to hold her
Ringing the necks of silly
Southern belles
Who wanted to scold her
[Chorus]
Don't bring me down
I'm trouble bound
Blue song
Red Alert
Who made Stella Hurt?
Teddy soon dropped out of sight
Turned up in another town
Changed her name for the spotlight
Singing like a blue bird in a sequin gown
She finally fell and married well
But I knew it wouldn't last
Reversing back into the limelight
No one ever saw her even half-plastered
[Chorus]
Then she saw those soldier boys
Throw their bonnets in the air
Self-made men would pledge their fortunes
And dream of her
And dream of her...
Generals in the commissary opened up a case of wine
Checked the perfume of the cork
Said ""Made in 1929""...
They used her up, to raise morale for money
And Old Glory
Her voice was shot beyond repair
But this is not the last act of this story
The night is black as cracked shellac
Abandoned in an attic
Stella is silent as the grave
Until the needle drags her through the static
[Chorus]"
291436	Rock	"Inside these grotesque walls.
A timeless evil calls.
Calls from centuries beyond.
Light candles mad of black,
Let gruesome ghouls attack
Permanent damage is now done.
Come close make offerings,
To all the faceless beings,
They have no feelings and no names,
Invoke them with a chant,
Let gruesome ghouls attack,
From beneath the hellish flame
(chorus)
Whoah-o-oh
Whoah-o-o-oh
Whoah-o-oh-go! (x2)
Gathering minion dogs
A timeless evil calls
Gonna inflict some damning pain
Tearing your outer skin
Let gruesome ghouls begin
The chapel's beautifully bloodstained
(chorus)
(repeat chorus)"
48063	Rock	"There are unsmiling faces and bright plastic chains
And a wheel in perpetual motion
And they follow the races and pay out the gains
With no show of an outward emotion
And they think it will make their lives easier
For God knows up till now it's been hard
But the game never ends when your whole world depends
On the turn of a friendly card
No, the game never ends when your whole world depends
On the turn of a friendly card
There's a sign in the desert that lies to the west
Where you can't tell the night from the sunrise
And not all the King's horses and all the King's men
Have prevented the fall of the unwise
For they think it will make their lives easier
And God knows up till now it's been hard
But the game never ends when your whole world depends
On the turn of a friendly card
No, the game never ends when your whole world depends
On the turn of a friendly card
But a pilgrim must follow in search of a shrine
As he enters inside the cathedral"
183312	Rock	"Does your appetite for novelty still burn?
And do you pick a fight just to feel the heat of his concern?
Do you still misbehave, then beg for his reprieve?
And do you love to feel his needy hands pulling at your sleeve?
Don't you always fall in love again just before you leave?
Do you still storm away, do you slap him just to see
Is he hits you back or backs away or panics, just like me?
Don't you always fall in love again just before you leave?
Don't you cry, 'cause you know that's the one thing he hates
Don't you try to bend him until he breaks
Like you broke me
Do you still turn for a second into stone?
And do you pepper him with petty threats of letting him alone?
Don't you always fall in love again just before you leave?"
239941	Pop	"Ooh ooh ooh
You were the tree and I was the apple
And fell to the ground and fell brown
Hate was the wind
But love was the secret that blew us to were we are now
And now love can grow without tiny little raindrops,
Tiny little, tiny little, messy little raindrops
Cry on my shoulder
Cry on my shoulder
For love, love
For love, love
We were told we were told we were larger than life
We were told we were told we were larger than life
For love, love
Floats like the sea
So distant and waving
Bring you closer to me
Stay next to me
For love cant keep waiting
Its got no place left to be
And now love can grow without tiny little raindrops,
Tiny little, tiny little, messy little raindrops
Cry on my shoulder
Cry on my shoulder
For love, love
For love, love
We were told we were told we were larger than life
We were told we were told we were larger than life
For love, love
We were told we were told we were larger than life
We were told we were told we were larger than life
For love, love
For love, love
Love, love
Love, love, love
Love, love
Love, love, love
Love, love, love"
108482	Rock	"Chap. de Terre... make the fighting... six...
Nadzeroon El Babo
Last of the wizards
Living in his last retreat
Living in the retreating rain forests of
Dallemandia Africa
Dallemandia Africa
Dallemandia Africa
If we are to believe the forestry corporation
Nadzeroon was your typical pessimistic stick
Stuck in mud
Wood a piece of
Give his opinion
Mind, when you asked
'Listen, Peep. I'm not your wizard. Your wizards, magicians, and kings live out there--bank managers, bureaucrats, and generals. Look around you, see what they do to the forest. We have ourselves, Peep, and each other, and that's all. This earth belongs to us as to everyone, and it's up to us to stand our ground like the giant mahogany, where our roots draw most strength. The forest needs me, Peep, I cannot come with you. Return to Scare City, and there you will find the Moneylith where man and his kind worships. Only you can know what to do. Share your knowledge, you'll find a way. Peoplekind be with you. Farewell.'"
276219	Electronic	"My young love said to me
My mother won't mind
And my father won't slight you
For your lack of kind
And she laid her hand on me
And this she did say
""Oh, it will not be long now
'Til our wedding day""
And she went away from me
And she moved through the fair
And fondly I watched her
Move here and move there
And then she went onward
Just one star awake
Like a swan in the evening
Moves over the lake
Last night she came to me
My dead love came in
So softly she came
Her feet made no din
And she laid her hand on me
And this she did say
""Oh, it will not be long now
'Til our wedding day"""
128627	Pop	"I'm not alone
Even when we're apart
I feel you in the air, yeah
I'm not afraid
I know what you're thinking
I can hear you everywhere
Some people say it'll never happen
We're just wasting time
But good things come when you least expect them
So I don't really mind
We'll be together
Come whatever
I'm not just staring at the stars
Just remember
That no one else can tell us who we are
We'll be together
So don't ever stop listening to your heart
'Cause I can't turn mine off
I can't pretend
This is a rehearsal for the real thing
Because it's not, and
I know we're young
But I can't help feeling what I'm feeling
And I won't stop
Some things are meant to be, and they'll be there
When the time is right
Even though I know that I swear
I wish it was tonight
We'll be together
Come whatever
I'm not just staring at the stars
Just remember
That no one else can tell us who we are
We'll be together
So don't ever stop listening to your heart
'Cause I can't turn mine off
I like what's happening to me
Nothing else to say
Somebody finally got to me
Carried me away
We'll be together
Come whatever
I'm not just staring at the stars
Just remember
That no one else can tell us who we are
We'll be together
So don't ever stop listening to your heart
'Cause I can't turn mine off
I'm not alone
Even when we're apart
I feel you"
293898	Pop	"HÃ¸rer du fjellet kaller hÃ¸yt over daler?
Alle skÃ¥ler inni hytter og barer.
HÃ¸rte du bÃ¸rseskudet smalt som i fjor?
Fra torvtak synger vi kor
Og alle synger:
Vi tar en pinne for Hemsedal,
Pinne for Trysil,
Pinne for Hafjell,
En pinne for landet.
Vi tar en pinne for Hemsedal,
Pinne for Trysil,
Pinne for Hafjell,
En pinne for landet.
Vi tar en pinne for Hemsedal,
Pinne for Trysil,
Pinne for Hafjell,
En pinne for landet.
Vi tar en pinne for Hemsedal,
Pinne for Trysil,
Pinne for Hafjell,
En pinne for
(mellomspill)
jodle(lala)
HÃ¸rer du fjellet kaller hÃ¸yt over daler?
Alle skÃ¥ler inni hytter og barer.
HÃ¸rte du bÃ¸rseskudet smalt som i fjor?
Fra torvtak synger vi kor
Og alle synger:
Vi tar en pinne for Hemsedal,
Pinne for Trysil,
Pinne for Hafjell,
En pinne for landet.
Vi tar en pinne for Hemsedal,
Pinne for Trysil,
Pinne for Hafjell,
En pinne for landet.
Vi tar en pinne for Hemsedal,
Pinne for Trysil,
Pinne for Hafjell,
En pinne for landet.
Vi tar en pinne for Hemsedal,
Pinne for Trysil,
Pinne for Hafjell,
En pinne for landet.
(mellomspill)
Vi tar en pinne for landet!
(mellomspill)
jodle(lala)"
36866	Rock	"(by Vertical Horizon)
CHORUS 1:
So you sailed away
Into a grey sky morning
Now I'm here to stay
Love can be so boring
Nothing's quite the same now
I just say your name now
CHORUS 2:
But it's not so bad
You're only the best I've ever had
You don't want me back
You're just the best I've ever had
So you stole my world
Now I'm just a phony
Remembering the girl
Leaves me down and lonely
Send it in a letter
Make yourself feel better
Repeat CHORUS 2
And it may take some time to
Patch me up inside
But I can't take it so I
Run away and hide
And I may find in time that
You were always right
You're always right
Repeat CHORUS 1
What was it you wanted
Could it be I'm haunted
But it's not so bad
You're only the best I ever had
I don't want you back
You're just the best I ever had
The best I ever had"
115173	Pop	"Turn me up yo
That's right
New Edition
(You don't have to worry)
[Chorus]
I know that things ain't right
Seems like all we do is fight
And it's been on my mind
You don't have to worry
I'm gonna make it right
I'll be on your side
No more lonely nights
You don't have to worry
[Verse 1]
Bobby
Lady, I know I've been acting strange
It seems to me you're tired of playing games
I've been around
Had girls here and there
I did you wrong, but I'll give my life to make it right
[Chorus]
[Verse 2]
Bobby
What must I do to make it up to you?
What can I say, to make you see things my way?
I know it's hard for you to understand
I did you wrong but I'll give my life to make it right
[Chorus]
[Bridge]
Don't be afraid
I'll be there whenever you need me
I'll be there trust in me
Just call on me
I won't let you down oh
[Mike & Ron]
NE expertise please
Here to put the squeeze on the industry fleas
Getting cheese, peep these, butter slurs, his & hers
Chinchilla furs, check the goodfella words
You don't ever have to worry
Cause I get in ya like Murry
And boo, it's only a tight flurry
You're frontin' cattin', you want to rumble in the satin
In a bad ass suite somewhere in lower Manhatten
[Break]
I'm from the street too but I gotta eat to
Won't hesitate to eat you, other than that gald to meet you
I spend nights in the ramada my honey's stay laced in Escada
Chickens is mad that I got her
Casino style gambiono types smile, kiss you before I twist you
All the wax is official
Players' on the set gettin' wet sippin' Perrier Jouet
So you don't even have to worry, yet
[Chorus: x2]"
288256	Rock	"As time goes on
I realize
Just what you mean
To me
And now
Now that you're near
Promise your love
That I've waited to share
And dreams
Of our moments together
Color my world with hope of loving you"
291974	Hip-Hop	"[applause]
[Intro - Chamillionaire - talking]
(Rapid), here lizard, lizard, lizard
(Ric), Mi-Mi-Mi-Mi-Mixtape Messiah man, it's the final chapter
It's the final chapter, it's the final chapter (Rapid, Rapid Ric)
I'm the greedy genius (hold, hold up)
(It's the, it's the, it's the, it's the, it's the, it's the, it's the)
You in the presence of the finest (Chamillitary mayne)
It's the final chapter
Believe me, Chamillitary and we more than hype
Four out of ten Texas rappers are some Koopa prototypes
It's the, it's the, it's the, it's the, it's the final chapter
(Mixtape Messiah 7, here lizard, lizard)
It's the final chapter
[Verse - Chamillionaire]
This is part two, caught you, sittin in the dark you
Know that I'm a nightmare, it ain't really no need to argue
Sharpshoot, sharp pum (*gunshot*), bullets that will carve you
Keep on mean muggin man, I hope your vest is hard too
This will be a message to all those who say they Texas made
I confess I got the best of all mixtapes that Texas made
Really ain't nothin left to say, I don't got to step to A
There will only be a 100 copies, all the rest is fake
For many years they complained when I dropped 'em late
So I had a attitude, I purposely would switch the date
Some will hate, I know I'm great, some will go eBay the tape
I gave you a 100 dollar bill that you couldn't even break
They tryin to drop me late, like wait until December
But I can't wait for Universal to get their ish together
It's like whatever, you never should eat with the Devil
But when I go I'll be the greatest Houston hustler ever, ever
[Outro - Chamillionaire - talking]
Yeah, she what I had to realize is
I'm not very good at waitin for people to make moves
I'm from Texas
Home of the players that know how to break the rules and make the rules
You know what I'm sayin?
We've been doin that before anybody came in the game
Before the fame, before all that
So why don't we go back to what we used to do, huh?
Take control, King Koopa, Mixtape Messiah 7"
210524	Rock	"I thought that you were over with it
Told me it was time to quit it
And now you're saying you regret it
Just a little late
So listen, I was really in love
Then I went and found a new drug
Something that was legal enough
Just a little late
One more time I tell you so you know that this is real
One more time I tell you so you know just how I feel
I fill you in
I got a new love, oh what a fase
Holding it down, she's running the place
I got a new love, talk of the town
I, I, I said it now
I got a new love, just couldn't wait
All of my friends are calling it fate
I got a new love you might have met
I, I, I'm saying it
You make me feel like going insane
Call me every cuss you can name
Now you want it back in the game
Just a little late
Some people never learn how to cope
Think everything will come that they hope
Sorry but the answer is no
Just a little late
One more time I tell you so you know that this is real
Well I said one more time I tell you so you know just how I feel
I fill you in
I got a new love, oh what a fase
Holding it down, she's running the place
I got a new love, talk of the town
I, I, I said it now
I got a new love, just couldn't wait
All of my friends are calling it fate
I got a new love you might have met
I, I, I'm saying it
Got a new love
Got a new love
You're gonna need to know me to know that means no (that means no)
So you don't, no you don't need to know
But you keep asking me, begging me
Baby please be careful what you wish for
This will only hurt you more
I got a new love, oh what a fase
Holding it down, she's running the place
I got a new love, talk of the town
I, I, I said it now
I got a new love, just couldn't wait
All of my friends are calling it faith
I got a new love you might have met
I, I, I'm saying it
I got a new love you might have met
I, I, I'm saying it"
136568	Hip-Hop	"Let's get it started, let's go dumb and retarded
Let's get high as we wanna, let's go and burn up a forest
Girl there's other precautions, get the car it's inside it
Let's put some ice on your watch and designer on your body
Let's order bitches and bottles, bitches and bottles
Bitches and bottles, let's order bitches and bottles
Bitches and bottles, bitches and bottles
Bitches and bottles, let's get it started
I'm turned up till my knob broke say turn down I say nah ho
My neck rocking like Balboa, my watch official, it's uncalled for
In the same regions on all floors, I got six sluts on all fo'
They french kiss and say bonjour I got my own shine but I want yours
I'm stupid rich, got stupid bitches, you stupid thick, in Louboutin'
Don't like me, fuck you again, wanna fight me well come do it then
Right hand to God on everything I see the hearts of men and they bear lame
I won't entertain no punk shit, they talk shit and I run it
Boy you tryin' to get what I been here, headed down with like ten here
I'm to answer this unreal let's say one album and like ten mill
Plus my swag is stupid low IQ gone, heard nigga bailin' all try to gone
But when you ballin' like I do, you know something nigga, they don't like you
Let's get it started, let's go dumb and retarded
Let's get high as we wanna, let's go and burn up a forest
Girl there's other precautions, get the car it's inside it
Let's put in ice on your watch and designer on your body
Let's order bitches and bottles, bitches and bottles
Bitches and bottles, let's order bitches and bottles
Bitches and bottles, bitches and bottles
Bitches and bottles, let's get it started
It's Tunechi you bitch you, I like sticky weed and sticky pussy
Sittin' on like a hundred mil, I treat that shit like whoopie cushion
Ballin' on them fuck niggas, they on the bench I bench press em'
They hating, from the sidelines, they pissed off piss test em'
Man I'm on that lean, liquor for the bitches
Who fuckin' wit me? all I hear is crickets
I got stank up in my swisher, my bitch pussy smell like roses
She on that Molly, I'm on that Mary, I'm on that Mary like Joseph
Man I'm married to this shit, you can call it Shit Carter
Dick stay up like it got insomnia
All them niggas hatin' fuck ya in ya pussy
The best things in life are free, free my nigga Boosie, gone
Let's get it started, let's go dumb and retarded
Let's get high as we wanna, let's go and burn up a forest
Girl there's other precautions, get the car it's inside it
Let's put in ice on your watch and designer on your body
Let's order bitches and bottles, bitches and bottles
Bitches and bottles, let's order bitches and bottles
Bitches and bottles, bitches and bottles
Bitches and bottles, let's get it started
Let's get it started, let's go dumb and retarded
Let's get high as we wanna, let's go and burn up a forest
Girl there's other precautions, get the car it's inside it
Let's put in ice on your watch and designer on your body
Let's order bitches and bottles, bitches and bottles
Bitches and bottles, let's order bitches and bottles
Bitches and bottles, bitches and bottles
Bitches and bottles, let's get it started"
3052	Pop	"Woman, such a delicate creature
Every feature needs to be loved from the start
Defend her and shell surrender
Offend her and she will harden her heart
A delicate creature is something she aint, but atake it from me thats a woman
That isnt an angel, that isnt saint, but atake it from me thats woman
She knows how to please and she knows how to play, take it from me thats a woman
Forget to honor love and obey shell take you and break you and throw you away,
Thats a woman, Thats a woman.
She knows every move and knows every trick, take it from me thats a woman
How to kill with a word and cut to the quake(?) take it from me, thats a woman
How to look through you as if youre not there, take it form me thats a woman
How to say no with a flick of her hair, shell turn you and burn you and not even care, Thats a woman, thats a woman
Faithful and true, thats a woman, trusting in you, thats a woman
Gentle and constantly caring, strong as the love she is sharing
When you look in the eyes of a woman (look in here eyes, youll see nothing but lies, thats a woman)
And through the disguise of a woman (every one is the same, shes just playing a game, shes a woman)
Youll see in all there, theres romance in the air
Nothing else can compare, thats a woman.
Woman, so soft and beguiling,
See her smiling, and feel your heart all aglow
Enfold her, lay her head on your shoulder
And hold her till you just cant let her go.
Treat her as if you just dont give a damn, thats how to handle a woman
Be more of a stallion, less of a lamb, thats how to handle a woman
Keep her hanging around till shes ready to burst, thats how to handle a woman
Dont try to be bad, be the worst, do unto others but just do it first
To a woman, to a woman
Be wise, be wary and be on your guard, thats how to handle a woman
If you feel that youre falling, youd better be hard, cause thats how to handle a woman
Dont let her get closer, and dont let her in, thats how to handle a woman
Cuz if you allow her get under your skin, my friend thats the end, cause you aint gonna win
With a woman, with a woman
Look at her body and look at her move, now thats what I call a woman
Im thinking now Ive got something to prove, cause thats what I call a woman
All my moves are stalling here, I cant get through to this woman
The pipes, the pipes are calling here, I think I could be falling here for this woman
What a woman
Faithful and true, thats a woman (She couldnt be true, shes just playing with you, what a woman)
Trusting in you, thats a woman (Trusting in who, you just havent a clue, what a woman
Gentle and constantly caring (Just let it be this ones for me, what a woman)
Strong as the love she is sharing
When you look in the eyes of a woman
And through the disguise of a woman
Youll see it(?) all there, theres romance in the air
Nothing else can compare, thats a wo-
Who would have thought Id ever get caught
What a woman!"
298673	Rock	"I know what boys like
I know what guys want
I know what boys like
I've got what boys like
I know what boys like
I know what guys want
I see them looking
I make them want me
I like to tease them
They want to touch me
I never let them
I know what boys like
I know what guys want
I know what boys like
Boys like *clap*
Boys like me
but you, you're special
(i might let you)
You're so much diffrent
(i might let you)
ohh, would you like that
(i might let you)
I know what boys like
I know what guys want
I know what boys like
I know whats on there mind
I know what boys like
I know what guys want
They talk about me
I got my cat moves
That so upsets them
Zippers and buttons
Fun to frustrate them
They get so angry
Like pouty children
Denied their candy
I laugh right at them
i know what boys like
i know what guys want
i know what boys like,
boys like *clap*
boys like me
I feel so sad now
i will let you
sorry i teased you
i will let you
this time i mean it
i will let you
anything you want
you can trust me
i really want to
you can trust me
how would you like it?
you can trust me
Sucker! hahaha
I know what boys like
I know what guys want
i know what boys like
Boys like *clap*
Boys like me"
53736	Pop	"Got myself in this situation
I'm not sure about
Climbing in where there's temptation
Can I get back out?
I never can quite find the answer
The one I want to hear
The one that justifies my action
Says the coast is clear
Something on the outside
Says to jump on in
But something on the inside
Is telling me again
Better wise up
Better think twice
Never leave room for compromise
You better wise up
Better get smart
And use your head to guard your heart
It's gonna get rough
So you better wise up
Take a look at your intentions
When you have to choose
Could it be that apprehension
Might be telling you
To back off now is better
So take your heart and run
But get your thoughts together
Before they come undone
Better wise up
Better think twice
Never leave room for compromise
You better wise up
Better get smart
And use your head to guard your heart
It's gonna get rough
So you better wise up
You got to wise up
You got to think twice
You got to wise up
You got to, you got to
To back off now is better
So take your heart and run
But get your thoughts together
Before they come undone
Better wise up
Better think twice
Never leave room for compromise
You better wise up
Better get smart
And use your head to guard your heart
It's gonna get rough
So you better wise up
Better think twice
And never leave room for compromise
Oh, you better wise up
Better get smart
And use your head to guard your heart
It's gonna get rough
So you better wise up
You got to wise up
You got to think twice
(Hohh!)
You got to wise up
(Oh, yeah!)
You got to, you got to
(So you better wise up, now)
You got to wise up
You got to think twice
(Better wise up, y'all!)
You got to wise up
You got to, you got to
(Oh, yeah!)
You got to wise up
You got to think twice
(Better think sharper)
You got to wise up
(Oh, you better wise up, now)
You got to, you got to
(Ohh, yeah!)
You got to wise up
(Hoo! Hoo, hoo, hoo, hoo-hoo!)
You got to think twice
You got to wise up
You got to, you got to
(Oh, got to show yo', yeah!)
You got to wise up
You got to think twice
(Hoaa! Ooww!)
You got to wise up
You got to, you got to"
239572	Jazz	"I could show the world how to smile
I could be glad all of the while
I could change the gray skies to blue
If I had you
I could leave the old days behind
Leave all my pals, I'd never mind
I could start my life anew
If I had you
I could climb a snow-capped mountain
Sail the mighty ocean wide
I could cross the burning deserts
If I had you by my side
I could be a king, uncrowned
Humble or poor, rich or renowned
There is nothin' I couldn't do
If I had you
I could climb a snow-capped mountain
Sail the mighty ocean wide
I could cross the burnin' deserts
If I had you by my side
I could be a king, dear, uncrowned
Humble or poor, rich or renowned
There is nothin' that I couldn't do
If I had you, if I had you
There is nothin', there is nothin' that I couldn't do
If I had you"
155412	Rock	"When we were young we used to sing
And we could feel the harmony
You'd sit there waiting in the wings
How long have you been waitin' to let your light shine?
Many years have gone since then
Seen us go our different ways
But now we sit here once again
Tonight we're gonna sing out, tonight our light will shine.
This is the time and place
To bring out our memories
It's written on every face
I can see it in you, you can see it in me.
In all the years we had
As part of a family tree
We knew the good and bad
I can see it in you, you can see it in me.
I know it's left its mark on you
I see the same things in myself
You know there's nothin' we can't do
We've been a long time waitin', but some things never die.
It's time to leave all that behind
It's time to lay that ghost to rest
We can't deny the ties that bind
Tonight we're gonna sing out, tonight our light will shine.
This is the time and place
To bring out our memories
It's written on every face
I can see it in you, you can see it in me.
In all the years we had (when we were young we used to sing)
As part of a family tree (we could feel the harmony)
We knew the good and bad
I can see it in you, you can see it in me.
When we were young we used to sing"
33838	Hip-Hop	"Nigga, we doing this shit from Cleveland to LA
Nigga whatever you niggas want, we bringin' it!
Thug Luv, nigga. What time is it?
Yo, I don't give a fuck where you lay at
Nigga, it's time to slay these bitch-made niggas!
They ain't even knowing what type of niggas we is
Where my thugs at? Bone thugs-n-harmony
I know you niggas been waiting for this for a long time
Well, here it is, nigga. Here it is. What you gonna do with it?
Well, it must be close to the Armageddon, Lord
Know that I won't fly by that lesson
You taught me to pull out my Wesson you brought me
And I'm not stressing it softly
Get 'em up off me, cause all we
Wanted was harmony, been bombing em
Yell up out of my ghetto, I won't settle, get on my level
They can't stop me and pop me
Nigga, they got me? Fuck no
Little Pac gets schizophrenic, and manage to damage all y'all
I'll talk about 'em, and you don't really want it
'Cause they're cornered, and I'm want 'em to not jump
I'd rather say that we came to shut 'em all down
So quick to test, bullet, yes, declare war
Roll, I'll flow when I get the gun for the murder
Mo' horror! Why? They did it all, pause for the cause
And I finna to pull a 9 or pistol, and lit a nigga with mine
Fuck them niggas, it's on
All y'all fall! Bizzy getting bitches to test me
Bless the floor, and any attempt to arrest me, stress me
Lord, looking at death with the last of my breath
Follow, follow, my kids!
No, don't sin in my steps!
Yet the weapon is kept with the best of my secrets
Deep in the reach, I'm alone. Nigga believe
That I can see it, if needed, and if you really with me
And well then let it be, get the greens and we running up over Cleveland
Ha, ha! What's poppin', nigga?
Put your muthafucking hands on your strap, nigga
Thug Luv, nigga. Yeah, we can do this like gangstas and slug it out
Or do this like punks and punk it out
Pull your strap on me, nigga, you better kill me!
Thug life, baby. Thug Luv
I'll probably be punished for hard living, blind to the facts:
Thugs is convicts in God's prison, hands on the strap
Praying so Father please forgive me! Police be rushing when they see me
I flaunt it: America's Most Wanted, live on T.V
Life: pleasure and pain, stuck in this game, holler my name!
We all gon' die, we bleed through similar veins
Please explain to me, now. Don't panic when my guns burst
Heard the last jam, nigga? This one's worse!
My nigga Bone held the chrome 'til I came home
Thug Luv players tell these bitch niggas ""bring it on""
I caught a plane out to Cleveland late last evening
To help my niggas clean up some niggas no longer breathin'
Now, who do you believe in? Hit the weed and breathe
It's a cold-ass world; niggas kill you in your sleep
Watch me until they stop me, bury, murder me or drop me
I got Thug Luv for my nationwide posse. Feel me!
Little thug from the Land, nigga, never ran
Muthafuckas out to get me. They don't understand
It's the #1 nigga out with a nation of niggas
Down to put it some work and do some dirt
Fuckin' around with the band Bone Thugs-n-Harmony
Follow down the road, we stroll to meet karma
Everything I do, it seem to cause drama
Ready for the war like a knight in my armor, bomb ya!
So quick to test us, nigga wanna crash me, eat dust
For the love of the lust, niggas busting on us
Hit 'em up with the buck, 12-gauge eruptions!
It's the Art of War, putting niggas on the floor
When I'm coming through the door, bringing nothing but terror
Causing much pain to the nigga that dared us
Tried to put a twist in this thugsta era. Paired up
With a nigga like Pac, and a nigga like me: gotta stay high
Thug luv 'til I die, keep my prayer to the sky
But I'm still in the hood, smoke and fry
So I beg the Lord save us all: escapers of misery
Bless my niggas in penitentiaries, soldiers of the century, yeah
Here to get it, told my niggas they need get the hell
Down with the dirt, and we don't fuck around
Buck a couple a rounds, and if your passing through
Then hit the ground and don't get caught up in the crossfire, nigga
Artillery thick, and you don't wanna get to fucking with this
I'm straight devil, not a punk and pretend
I reload, buck a little mo'
Flee the scene 'fore the po-po even know
""So, who ya looking for?"" They don't know!
A mothafucka with a leatherface
Hey, man, she said I ran this way, said I ran that a way
Ya hoes'll never know because I got away
A criminal mind to keep a nigga on the level
Sometimes I get high and analyze your crime
Correctly organized and with results, you'll be surprised
Oh, nigga, can you feel the vibe? We can ride
Playa hating niggas, you got to die, it's only right
It's over with Bone, better leave it alone
Mo Thugs come crack their fuckin' domes
Still in the hood, where the thugs play
Fuckin' with nothing but thugs, mane
Ain't taking no shorts or no losses
We cracking them domes around my way
Give it to 'em on another level, nigga, get a shovel
You can dig a hole; bitches is dead!
Infrared to your head. You can beg, you go fled
But still gonna bleed bloody red
Fuck with mine, we'll be seen in the moonlight
'Cause we out riding, looking for you
Better run for cover, nigga, duck!
We about to bust. Straight got the infrared, put it on his forehead
Makes a move, send flowers straight to his home
Put a card in the muthafucka, send it to his mama
Tell her he was dead wrong, dead wrong, now he long gone, long gone
Pac Pac run with us, run with us, run with us!
Pac Pac run with us! Pac and Rip with Thug Luv
Pac Pac run with us, run with us, run with us!
Pac Pac run with us! Pac and Rip with Thug Luv
Pac Pac run with us, run with us, run with us!
Pac Pac run with us! Pac and Rip with Thug Luv
Pac Pac run with us, run with us, run with us!
Pac Pac run with us! Pac and Rip with Thug Luv"
37059	Country	"If I could find the heart to love again
Wouldn't make the same mistakes I did back then
I wouldn't write a day
Or let a moment slip away
To tell her just how much she means to me
If I could find the one I've waited for
Wouldn't take her love for granted like before
I'd try to recognize
The ""want to"" in her eyes
And her hopes and dreams I'd hold so carefully
I wouldn't let it fall apart
If I Could find the heart to love again
If I could find the heart to love again
I really wouldn't know where to begin
Time is passin' by
Still I'm to afraid to try
If only I could trust like I did then
I would make a brand new start
If I could find the heart to love again
Cause what I'm searchin' for
Is that special kind of love they're just not makin' anymore
That lasts through all the years
The kind of love that lives beyond the laughter and the tears
So I'll just keep on lookin' round the bend
And someday soon I'll reach my journey's end
Together we will grow
With a love we've come to know
And promises we'll keep eternally
I wouldn't let it fall apart
I would make a brand new start
If I could find the heart to love again
If I could find the heart to love again"
326767	Metal	"Take what you can
Try to take it all
That's what you were taught
When you were small
Something for nothing
Just ain't the way
Everything you got
Had a price to pay
Who can you believe
When you turn your back
Who can you believe
When you're being told
Hard lies hard lies
They seem to surround our lives
Hard lies hard lies
Like the chill of a cold, dark night
People look at you
Right in the eyes
Calling you 'friend'
While they tell you lies
Taking from you
All that they can
Making you feel
Like a lesser man
Who can you believe
When you turn your back
Who can you believe
When you're being told
Hard lies hard lies
They seem to surround our lives
Hard lies hard lies
Like the chill of a cold, dark night"
289164	Country	"Wind chimes in a weeping willow
Biscuits light as feather pillows
At Mama's house
Sunday morning kids a squirming
Thank the preacher for the sermon
As you're walking out
Sweet old fashion goodness
Old man comes out and pumps your gas
Tells a joke while he cleans your glass
And says that you friend
Grab a cup of sugar from your neighbor
Honor roll made the morning paper
Cut it out again
Sweet old fashion goodness
[Chorus]
We don't need no bureaucrats
No scientists or diplomats
To help us figure out what this world needs
Just sweet old fashion goodness
He says have you met my young bride
We got married back in '49
She ain't changed at all
There's a nervous boy on the front porch waiting
While the daddy of the girl hes been dating
Lays down the law
Sweet old fashion goodness
[Chorus]"
275537	Rock	Instrument
187043	Metal	"When something stains your pride
And leaves you back with despite
Your vain attempts to blank it out
Troubled, in a state of doubt
Both inside and outside
Demons stalk your hide
No chance for you to get away
Without their affliction
Everything you ever wanted
They turn into hideous shards...
They are haunting your thoughts now
They are probing your soul
Examine with indifferent eyes
How you are WRITHING in shame
(But) This is not my burden
(But) This is not my cross
For it...
Keeps me away, keeps me away...
Keeps me away, keeps me away...
(But) This is not my burden
- bathe in desire
(But) This is not my cross
Eyelids open and in peace
You are staring ahead
Haunting me..."
